age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,poutcome,deposit,p_recency
28,technician,single,secondary,no,154,yes,no,cellular,18,feb,416,unknown,yes,None
26,admin.,single,tertiary,no,2532,yes,yes,cellular,18,feb,269,unknown,yes,None
82,retired,married,secondary,no,121,no,no,telephone,19,feb,330,unknown,yes,None
53,management,married,tertiary,no,597,no,no,unknown,22,feb,392,unknown,yes,None
27,unknown,single,unknown,no,326,no,no,cellular,22,feb,326,unknown,yes,None
35,management,married,tertiary,no,1380,no,no,cellular,23,feb,155,unknown,yes,None
72,retired,divorced,tertiary,no,438,no,no,cellular,23,feb,279,unknown,yes,None
78,retired,divorced,secondary,no,3219,no,no,cellular,24,feb,151,unknown,yes,None
52,admin.,single,unknown,no,2227,no,no,cellular,24,feb,242,unknown,yes,None
61,self-employed,divorced,tertiary,no,6610,no,no,cellular,24,feb,481,unknown,yes,None
27,services,single,secondary,no,195,yes,no,cellular,25,feb,416,unknown,yes,None
74,retired,married,primary,no,1413,no,no,cellular,25,feb,385,unknown,yes,None
27,technician,single,tertiary,no,1075,no,no,cellular,2,mar,658,unknown,yes,None
38,services,single,secondary,no,91,no,no,cellular,2,mar,207,unknown,yes,None
42,technician,married,secondary,no,4945,yes,no,cellular,2,mar,311,unknown,yes,None
90,retired,divorced,primary,no,712,no,no,telephone,3,mar,557,unknown,yes,None
63,retired,married,secondary,no,2896,no,no,cellular,4,mar,180,unknown,yes,None
60,admin.,married,secondary,no,12980,no,no,cellular,5,mar,115,unknown,yes,None
25,blue-collar,single,secondary,no,509,no,no,cellular,5,mar,418,unknown,yes,None
68,retired,married,primary,no,451,no,no,cellular,5,mar,373,unknown,yes,None
37,management,married,tertiary,no,6771,no,no,cellular,5,mar,319,unknown,yes,None
83,retired,married,tertiary,no,4761,no,no,telephone,8,mar,659,unknown,yes,None
64,unemployed,divorced,secondary,no,588,no,no,cellular,8,mar,409,unknown,yes,None
33,management,single,tertiary,no,224,no,no,cellular,8,mar,241,unknown,yes,None
73,retired,married,primary,no,508,no,no,cellular,9,mar,176,unknown,yes,None
28,management,single,tertiary,no,1825,no,no,cellular,9,mar,236,unknown,yes,None
28,management,single,tertiary,no,187,no,no,cellular,9,mar,295,unknown,yes,None
61,retired,married,secondary,no,2801,yes,yes,cellular,10,mar,239,unknown,yes,None
37,unemployed,married,secondary,no,1978,no,no,cellular,11,mar,335,unknown,yes,None
61,admin.,married,secondary,no,4608,no,no,cellular,12,mar,212,unknown,yes,None
71,retired,married,tertiary,no,3561,no,no,telephone,15,mar,577,unknown,yes,None
38,management,married,unknown,no,76,no,no,cellular,16,mar,261,unknown,yes,None
35,unemployed,single,secondary,no,295,no,no,unknown,17,mar,473,unknown,yes,None
35,admin.,married,secondary,no,304,no,no,cellular,18,mar,237,unknown,yes,None
25,blue-collar,single,secondary,no,303,no,no,cellular,18,mar,265,unknown,yes,None
22,technician,single,secondary,no,283,yes,no,cellular,22,mar,254,unknown,yes,None
35,management,single,tertiary,no,5958,yes,no,cellular,22,mar,215,unknown,yes,None
29,self-employed,single,tertiary,no,655,no,no,cellular,23,mar,273,unknown,yes,None
28,management,single,tertiary,no,866,no,no,cellular,23,mar,191,unknown,yes,None
37,services,married,secondary,no,2678,no,no,cellular,25,mar,156,unknown,yes,None
33,management,single,tertiary,no,4176,no,no,cellular,26,mar,288,unknown,yes,None
39,technician,single,tertiary,no,393,no,no,cellular,26,mar,281,unknown,yes,None
56,housemaid,single,tertiary,no,1947,no,no,unknown,30,mar,110,unknown,yes,None
44,admin.,divorced,tertiary,no,558,yes,no,cellular,31,mar,262,unknown,yes,None
86,retired,married,primary,no,5236,no,no,telephone,1,apr,558,unknown,yes,None
45,technician,married,secondary,no,1348,no,yes,cellular,1,apr,358,unknown,yes,None
60,blue-collar,married,primary,no,7929,no,no,unknown,1,apr,111,unknown,yes,None
53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,unknown,yes,None
19,student,single,secondary,no,394,no,no,cellular,5,apr,327,unknown,yes,None
39,management,divorced,tertiary,no,224,no,no,cellular,5,apr,208,unknown,yes,None
53,technician,married,tertiary,no,9001,no,no,cellular,5,apr,170,unknown,yes,None
55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,unknown,yes,None
36,management,single,tertiary,no,579,no,no,unknown,12,apr,481,unknown,yes,None
31,admin.,married,secondary,no,1229,no,no,cellular,12,apr,176,unknown,yes,None
25,unemployed,single,primary,no,129,no,no,cellular,12,apr,176,unknown,yes,None
30,management,single,tertiary,no,3779,no,no,cellular,13,apr,1093,unknown,yes,None
45,blue-collar,single,primary,no,116,no,no,unknown,13,apr,122,unknown,yes,None
36,management,single,unknown,no,62,no,no,cellular,13,apr,398,unknown,yes,None
38,technician,married,secondary,no,497,no,no,unknown,14,apr,173,unknown,yes,None
26,technician,single,tertiary,no,1066,no,no,cellular,15,apr,200,unknown,yes,None
30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,unknown,yes,None
39,technician,married,secondary,no,603,no,yes,cellular,15,apr,214,unknown,yes,None
22,management,single,tertiary,no,104,no,yes,cellular,16,apr,330,unknown,yes,None
34,management,married,tertiary,no,589,no,no,cellular,19,apr,125,unknown,yes,None
57,management,married,tertiary,no,2845,yes,no,telephone,19,apr,1143,unknown,yes,None
24,admin.,single,secondary,no,1295,no,no,cellular,21,apr,476,unknown,yes,None
29,blue-collar,single,tertiary,no,455,no,no,telephone,21,apr,403,unknown,yes,None
25,student,single,unknown,no,722,no,no,telephone,21,apr,623,unknown,yes,None
76,retired,married,secondary,no,820,no,no,telephone,23,apr,263,unknown,yes,None
31,admin.,single,secondary,no,410,no,no,cellular,23,apr,342,unknown,yes,None
26,unemployed,single,tertiary,no,77,no,no,cellular,26,apr,175,unknown,yes,None
30,admin.,single,secondary,no,915,yes,no,unknown,27,apr,370,unknown,yes,None
61,retired,married,secondary,no,1058,no,no,cellular,27,apr,159,unknown,yes,None
55,technician,married,tertiary,no,1320,no,no,cellular,28,apr,387,unknown,yes,None
29,management,single,tertiary,no,2955,no,no,cellular,29,apr,226,unknown,yes,None
45,admin.,married,secondary,no,3006,no,no,cellular,29,apr,388,unknown,yes,None
32,technician,single,tertiary,no,388,no,no,cellular,29,apr,250,unknown,yes,None
40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,463,unknown,yes,None
49,admin.,married,secondary,no,0,no,no,cellular,30,apr,551,unknown,yes,None
34,unemployed,single,secondary,no,1965,no,no,telephone,4,may,714,unknown,yes,None
26,technician,single,tertiary,no,401,no,no,cellular,5,may,188,unknown,yes,None
28,management,single,tertiary,no,437,no,no,cellular,5,may,338,unknown,yes,None
72,retired,married,primary,no,2304,no,no,telephone,5,may,510,unknown,yes,None
18,student,single,unknown,no,348,no,no,cellular,5,may,443,unknown,yes,None
32,technician,married,secondary,no,473,no,yes,cellular,7,may,292,unknown,yes,None
77,unknown,married,unknown,no,397,no,no,telephone,7,may,300,unknown,yes,None
23,student,single,unknown,no,2530,no,no,cellular,12,may,411,unknown,yes,None
34,technician,single,tertiary,no,2838,yes,no,cellular,13,may,620,unknown,yes,None
32,unemployed,single,secondary,no,1026,yes,no,cellular,13,may,289,unknown,yes,None
28,technician,single,secondary,no,2335,no,no,cellular,13,may,624,unknown,yes,None
29,management,single,tertiary,no,-27,no,no,cellular,13,may,270,unknown,yes,None
24,management,single,tertiary,no,1,no,no,cellular,14,may,396,unknown,yes,None
33,management,single,tertiary,no,2364,no,no,cellular,17,may,508,unknown,yes,None
53,admin.,married,secondary,no,53,yes,no,cellular,18,may,387,unknown,yes,None
84,retired,divorced,primary,no,639,no,no,telephone,18,may,353,unknown,yes,None
30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,unknown,yes,None
78,retired,married,unknown,no,3208,no,no,telephone,20,may,351,unknown,yes,None
61,technician,married,secondary,no,1191,no,no,cellular,21,may,214,unknown,yes,None
60,technician,married,secondary,no,0,no,no,cellular,25,may,641,unknown,yes,None
29,unemployed,single,tertiary,no,70,no,no,cellular,25,may,393,unknown,yes,None
52,management,married,tertiary,no,388,no,no,cellular,25,may,272,unknown,yes,None
38,technician,married,secondary,no,205,no,no,cellular,26,may,332,unknown,yes,None
28,technician,married,secondary,no,742,no,no,cellular,26,may,236,unknown,yes,None
32,admin.,single,secondary,no,344,no,no,cellular,26,may,530,unknown,yes,None
54,retired,married,secondary,no,3538,no,no,cellular,27,may,820,unknown,yes,None
45,technician,married,secondary,no,1831,no,no,cellular,27,may,275,unknown,yes,None
63,blue-collar,married,secondary,no,641,no,no,cellular,27,may,417,unknown,yes,None
29,management,married,tertiary,no,8103,no,no,cellular,28,may,473,unknown,yes,None
33,services,single,unknown,no,523,yes,no,unknown,28,may,86,unknown,yes,None
48,housemaid,married,secondary,no,0,no,no,cellular,28,may,270,unknown,yes,None
26,technician,single,tertiary,no,515,no,no,cellular,31,may,775,unknown,yes,None
55,admin.,married,secondary,no,8304,no,no,cellular,1,jun,201,unknown,yes,None
31,management,single,tertiary,no,515,no,no,cellular,1,jun,296,unknown,yes,None
65,admin.,married,secondary,no,952,no,no,cellular,2,jun,310,unknown,yes,None
63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,unknown,yes,None
63,retired,married,primary,no,48,no,no,cellular,9,jun,251,unknown,yes,None
39,blue-collar,married,secondary,no,276,no,no,cellular,9,jun,334,unknown,yes,None
30,blue-collar,single,secondary,no,799,no,no,unknown,13,jun,674,unknown,yes,None
21,student,single,unknown,no,53,no,no,cellular,14,jun,270,unknown,yes,None
27,admin.,single,unknown,no,861,no,no,cellular,14,jun,212,unknown,yes,None
66,admin.,married,secondary,no,4041,no,no,cellular,14,jun,713,unknown,yes,None
32,self-employed,single,tertiary,no,46,yes,no,cellular,14,jun,485,unknown,yes,None
64,retired,married,secondary,no,3189,no,no,telephone,15,jun,208,unknown,yes,None
38,student,divorced,tertiary,no,2946,no,no,cellular,16,jun,605,unknown,yes,None
24,technician,single,secondary,no,403,no,no,unknown,17,jun,247,unknown,yes,None
49,technician,married,tertiary,no,1071,no,no,cellular,17,jun,169,unknown,yes,None
32,technician,single,tertiary,no,705,no,no,cellular,17,jun,544,unknown,yes,None
59,management,married,tertiary,no,5397,no,no,cellular,23,jun,671,unknown,yes,None
37,self-employed,single,tertiary,no,1188,no,no,cellular,24,jun,310,unknown,yes,None
29,technician,single,secondary,no,825,no,no,cellular,25,jun,472,unknown,yes,None
49,admin.,single,secondary,no,293,no,no,cellular,28,jun,452,unknown,yes,None
68,retired,divorced,primary,no,476,no,no,telephone,28,jun,363,unknown,yes,None
31,blue-collar,single,secondary,no,54,yes,no,cellular,29,jun,401,unknown,yes,None
32,technician,divorced,tertiary,no,3255,no,no,cellular,29,jun,167,unknown,yes,None
32,technician,single,tertiary,no,4071,no,no,cellular,30,jun,319,unknown,yes,None
28,student,single,secondary,no,196,no,no,cellular,2,jul,423,unknown,yes,None
31,services,single,secondary,no,1027,no,no,cellular,2,jul,217,unknown,yes,None
26,blue-collar,single,secondary,no,463,no,yes,cellular,2,jul,248,unknown,yes,None
31,student,single,secondary,no,3511,no,no,cellular,2,jul,667,unknown,yes,None
28,services,single,secondary,no,198,no,no,cellular,5,jul,128,unknown,yes,None
24,admin.,single,tertiary,no,674,yes,no,cellular,6,jul,267,unknown,yes,None
46,management,divorced,tertiary,no,558,no,no,cellular,6,jul,319,unknown,yes,None
71,retired,divorced,unknown,no,392,no,no,telephone,7,jul,276,unknown,yes,None
23,student,single,secondary,no,1809,no,no,cellular,8,jul,414,unknown,yes,None
34,services,single,secondary,no,267,no,no,cellular,8,jul,449,unknown,yes,None
69,retired,married,secondary,no,2473,no,no,cellular,8,jul,967,unknown,yes,None
19,student,single,secondary,no,372,no,no,telephone,8,jul,444,unknown,yes,None
32,technician,single,unknown,no,491,no,no,cellular,9,jul,474,unknown,yes,None
27,technician,single,secondary,no,337,no,no,unknown,9,jul,23,unknown,yes,None
53,admin.,single,secondary,no,654,no,no,unknown,10,jul,67,unknown,yes,None
30,self-employed,single,tertiary,no,251,no,no,cellular,12,jul,537,unknown,yes,None
65,retired,divorced,secondary,no,828,no,no,cellular,13,jul,305,unknown,yes,None
27,technician,single,secondary,no,643,no,no,cellular,13,jul,317,unknown,yes,None
23,student,single,secondary,no,1298,no,no,cellular,14,jul,603,unknown,yes,None
41,technician,single,secondary,no,5329,no,no,cellular,14,jul,397,unknown,yes,None
27,student,single,unknown,no,132,no,no,cellular,14,jul,276,unknown,yes,None
34,technician,single,tertiary,no,2733,no,no,cellular,14,jul,604,unknown,yes,None
68,retired,divorced,secondary,no,4189,no,no,telephone,14,jul,897,unknown,yes,None
68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,unknown,yes,None
19,student,single,secondary,no,302,no,no,cellular,16,jul,205,unknown,yes,None
31,management,divorced,tertiary,no,414,no,yes,cellular,16,jul,241,unknown,yes,None
32,entrepreneur,married,tertiary,no,762,no,no,cellular,19,jul,187,unknown,yes,None
45,management,married,tertiary,no,31472,no,no,cellular,19,jul,568,unknown,yes,None
31,unemployed,divorced,tertiary,no,756,no,no,cellular,20,jul,355,unknown,yes,None
54,blue-collar,married,secondary,no,1636,no,no,telephone,20,jul,1008,unknown,yes,None
49,management,divorced,tertiary,no,300,no,no,cellular,21,jul,316,unknown,yes,None
43,management,married,tertiary,no,839,no,no,cellular,22,jul,942,unknown,yes,None
54,management,divorced,tertiary,no,5475,no,no,cellular,22,jul,321,unknown,yes,None
38,management,married,tertiary,no,536,yes,no,cellular,22,jul,248,unknown,yes,None
33,admin.,single,tertiary,no,146,no,no,cellular,23,jul,351,unknown,yes,None
41,admin.,married,secondary,no,14968,no,no,cellular,23,jul,1360,unknown,yes,None
29,management,single,tertiary,no,985,yes,no,cellular,23,jul,396,unknown,yes,None
44,self-employed,divorced,secondary,no,8,no,no,cellular,26,jul,423,unknown,yes,None
23,management,single,tertiary,no,1807,no,no,cellular,27,jul,606,unknown,yes,None
27,technician,single,secondary,no,204,no,no,cellular,28,jul,471,unknown,yes,None
26,technician,married,secondary,no,267,yes,no,cellular,28,jul,817,unknown,yes,None
64,retired,married,secondary,no,1574,no,no,telephone,29,jul,301,unknown,yes,None
36,services,married,secondary,no,11650,yes,no,telephone,29,jul,268,unknown,yes,None
29,student,single,tertiary,no,163,no,no,cellular,3,aug,249,unknown,yes,None
38,management,married,tertiary,no,1199,no,no,cellular,3,aug,482,unknown,yes,None
42,management,married,tertiary,no,372,yes,no,cellular,3,aug,654,unknown,yes,None
48,admin.,married,secondary,no,156,no,no,cellular,4,aug,291,unknown,yes,None
57,technician,divorced,secondary,no,470,no,no,cellular,5,aug,480,unknown,yes,None
41,management,married,tertiary,no,1092,no,no,cellular,5,aug,736,unknown,yes,None
29,housemaid,single,tertiary,no,2196,no,no,cellular,5,aug,215,unknown,yes,None
21,entrepreneur,single,tertiary,no,2077,no,no,cellular,5,aug,323,unknown,yes,None
45,management,married,secondary,no,446,no,no,cellular,6,aug,304,unknown,yes,None
28,blue-collar,single,secondary,no,1348,yes,no,cellular,6,aug,221,unknown,yes,None
62,management,married,tertiary,no,1859,no,no,telephone,6,aug,245,unknown,yes,None
47,management,married,tertiary,no,2306,no,no,telephone,6,aug,239,unknown,yes,None
25,student,single,secondary,no,348,no,no,cellular,10,aug,245,unknown,yes,None
40,blue-collar,married,secondary,no,1515,yes,no,cellular,10,aug,503,unknown,yes,None
24,student,single,secondary,no,1925,no,no,cellular,11,aug,1363,unknown,yes,None
41,admin.,married,secondary,no,2498,no,no,cellular,12,aug,411,unknown,yes,None
25,student,single,unknown,no,1003,no,no,cellular,12,aug,361,unknown,yes,None
51,blue-collar,married,secondary,no,2007,yes,no,cellular,12,aug,1226,unknown,yes,None
29,self-employed,single,tertiary,no,814,no,no,unknown,13,aug,461,unknown,yes,None
67,housemaid,divorced,secondary,no,5275,no,no,cellular,13,aug,222,unknown,yes,None
35,management,married,tertiary,no,2717,no,no,cellular,13,aug,394,unknown,yes,None
57,retired,married,tertiary,no,1269,no,no,cellular,31,aug,1120,unknown,yes,None
63,admin.,married,secondary,no,0,yes,no,cellular,31,aug,253,unknown,yes,None
34,admin.,single,tertiary,no,625,no,yes,unknown,31,aug,34,unknown,yes,None
28,management,single,tertiary,no,1584,yes,no,cellular,1,sep,222,unknown,yes,None
65,retired,married,primary,no,308,no,no,cellular,1,sep,400,unknown,yes,None
35,management,single,tertiary,no,992,no,yes,cellular,1,sep,238,unknown,yes,None
33,entrepreneur,single,tertiary,no,1623,yes,no,cellular,2,sep,291,unknown,yes,None
25,student,single,secondary,no,2975,no,no,cellular,2,sep,799,unknown,yes,None
29,unemployed,single,unknown,no,1584,no,no,cellular,6,sep,245,unknown,yes,None
72,retired,married,secondary,no,1978,no,no,cellular,6,sep,312,unknown,yes,None
28,management,single,tertiary,no,890,yes,no,cellular,7,sep,201,unknown,yes,None
